id,label
ivo://asu.cas.cz/stel/ccd700/th010022,0
ivo://asu.cas.cz/stel/ccd700/na050026,0
ivo://asu.cas.cz/stel/ccd700/ub060002,1
ivo://asu.cas.cz/stel/ccd700/td220012,1
ivo://asu.cas.cz/stel/ccd700/a201307220046,2
ivo://asu.cas.cz/stel/ccd700/uh310025,1
ivo://asu.cas.cz/stel/ccd700/a201403100096,1
ivo://asu.cas.cz/stel/ccd700/td270022,1
ivo://asu.cas.cz/stel/ccd700/te290016,0
ivo://asu.cas.cz/stel/ccd700/uc290048,1
ivo://asu.cas.cz/stel/ccd700/ti210008,1
ivo://asu.cas.cz/stel/ccd700/a201306110017,0
ivo://asu.cas.cz/stel/ccd700/ti300089,0
ivo://asu.cas.cz/stel/ccd700/a201503170019,1
ivo://asu.cas.cz/stel/ccd700/mh040012,1
ivo://asu.cas.cz/stel/ccd700/qe240025,1
ivo://asu.cas.cz/stel/ccd700/re040028,1
ivo://asu.cas.cz/stel/ccd700/a201310030055,1
ivo://asu.cas.cz/stel/ccd700/mh160035,0
ivo://asu.cas.cz/stel/ccd700/vh230038,0
ivo://asu.cas.cz/stel/ccd700/a201402270011,1
ivo://asu.cas.cz/stel/ccd700/ti300087,0
ivo://asu.cas.cz/stel/ccd700/td240028,1
ivo://asu.cas.cz/stel/ccd700/td210059,0
ivo://asu.cas.cz/stel/ccd700/ue080032,2
ivo://asu.cas.cz/stel/ccd700/a201308100006,0
ivo://asu.cas.cz/stel/ccd700/a201407060033,1
ivo://asu.cas.cz/stel/ccd700/qd140019,3
ivo://asu.cas.cz/stel/ccd700/a201402120028,1
ivo://asu.cas.cz/stel/ccd700/sd140027,1
ivo://asu.cas.cz/stel/ccd700/th200021,1
ivo://asu.cas.cz/stel/ccd700/ub250025,1
ivo://asu.cas.cz/stel/ccd700/ub090031,1
ivo://asu.cas.cz/stel/ccd700/pa090021,3
ivo://asu.cas.cz/stel/ccd700/ua280038,2
ivo://asu.cas.cz/stel/ccd700/rh270014,1
ivo://asu.cas.cz/stel/ccd700/pj090009,0
ivo://asu.cas.cz/stel/ccd700/uc020030,1
ivo://asu.cas.cz/stel/ccd700/qd020030,0
ivo://asu.cas.cz/stel/ccd700/sd040022,1
ivo://asu.cas.cz/stel/ccd700/a201402200060,1
ivo://asu.cas.cz/stel/ccd700/a201404170019,1
ivo://asu.cas.cz/stel/ccd700/a201403190010,0
ivo://asu.cas.cz/stel/ccd700/oi190026,3
ivo://asu.cas.cz/stel/ccd700/a201308110045,0
ivo://asu.cas.cz/stel/ccd700/tf160025,3
ivo://asu.cas.cz/stel/ccd700/a201507150023,0
ivo://asu.cas.cz/stel/ccd700/pi110024,1
ivo://asu.cas.cz/stel/ccd700/oc300053,1
ivo://asu.cas.cz/stel/ccd700/a201511030021,1
ivo://asu.cas.cz/stel/ccd700/ud180049,3
ivo://asu.cas.cz/stel/ccd700/oi060036,1
ivo://asu.cas.cz/stel/ccd700/a201410030022,1
ivo://asu.cas.cz/stel/ccd700/oj280017,3
ivo://asu.cas.cz/stel/ccd700/vb190025,1
ivo://asu.cas.cz/stel/ccd700/mi200018,1
ivo://asu.cas.cz/stel/ccd700/a201403140062,0
ivo://asu.cas.cz/stel/ccd700/pi100042,0
ivo://asu.cas.cz/stel/ccd700/a201402090019,1
ivo://asu.cas.cz/stel/ccd700/vg040026,0
ivo://asu.cas.cz/stel/ccd700/a201504100036,3
ivo://asu.cas.cz/stel/ccd700/a201307200015,0
ivo://asu.cas.cz/stel/ccd700/td220013,1
ivo://asu.cas.cz/stel/ccd700/kl090033,1
ivo://asu.cas.cz/stel/ccd700/ue060032,0
ivo://asu.cas.cz/stel/ccd700/oi300012,3
ivo://asu.cas.cz/stel/ccd700/vi060027L,0
ivo://asu.cas.cz/stel/ccd700/sg220031,3
ivo://asu.cas.cz/stel/ccd700/a201507310024,1
ivo://asu.cas.cz/stel/ccd700/vh150029,0
ivo://asu.cas.cz/stel/ccd700/vl300044,0
ivo://asu.cas.cz/stel/ccd700/a201307210034,0
ivo://asu.cas.cz/stel/ccd700/vc040027,0
ivo://asu.cas.cz/stel/ccd700/uc010049,1
ivo://asu.cas.cz/stel/ccd700/nh090024,1
ivo://asu.cas.cz/stel/ccd700/pb240037,1
ivo://asu.cas.cz/stel/ccd700/tg130018,1
ivo://asu.cas.cz/stel/ccd700/uj140039,0
ivo://asu.cas.cz/stel/ccd700/tc230003,1
ivo://asu.cas.cz/stel/ccd700/si090036,1
ivo://asu.cas.cz/stel/ccd700/rd140013,0
ivo://asu.cas.cz/stel/ccd700/a201403140030,0
ivo://asu.cas.cz/stel/ccd700/a201509180018,0
ivo://asu.cas.cz/stel/ccd700/a201408060015,0
ivo://asu.cas.cz/stel/ccd700/a201310300050,0
ivo://asu.cas.cz/stel/ccd700/a201407190051,0
ivo://asu.cas.cz/stel/ccd700/a201405120019,1
ivo://asu.cas.cz/stel/ccd700/nd280023,1
ivo://asu.cas.cz/stel/ccd700/wd240037,0
ivo://asu.cas.cz/stel/ccd700/vl080023,1
ivo://asu.cas.cz/stel/ccd700/qh170015,1
ivo://asu.cas.cz/stel/ccd700/wd170033,1
ivo://asu.cas.cz/stel/ccd700/ui280065,0
ivo://asu.cas.cz/stel/ccd700/tf240015,1
ivo://asu.cas.cz/stel/ccd700/mj190003,0
ivo://asu.cas.cz/stel/ccd700/na220036,1
ivo://asu.cas.cz/stel/ccd700/rf180013,0
ivo://asu.cas.cz/stel/ccd700/a201507030036,0
ivo://asu.cas.cz/stel/ccd700/sh230043,1
ivo://asu.cas.cz/stel/ccd700/mi180030,0
ivo://asu.cas.cz/stel/ccd700/a201402200058,1
ivo://asu.cas.cz/stel/ccd700/td220024,0
ivo://asu.cas.cz/stel/ccd700/mh220019,3
ivo://asu.cas.cz/stel/ccd700/qe170012,3
ivo://asu.cas.cz/stel/ccd700/td240042,1
ivo://asu.cas.cz/stel/ccd700/rg280011,3
ivo://asu.cas.cz/stel/ccd700/a201508130033,1
ivo://asu.cas.cz/stel/ccd700/a201407030032,1
ivo://asu.cas.cz/stel/ccd700/vi060017a,0
ivo://asu.cas.cz/stel/ccd700/vg080065,0
ivo://asu.cas.cz/stel/ccd700/rh270036,0
ivo://asu.cas.cz/stel/ccd700/a201403140037,0
ivo://asu.cas.cz/stel/ccd700/nj250010,0
ivo://asu.cas.cz/stel/ccd700/vk250026,3
ivo://asu.cas.cz/stel/ccd700/a201409090006,0
ivo://asu.cas.cz/stel/ccd700/of190021,1
ivo://asu.cas.cz/stel/ccd700/a201310020072,1
ivo://asu.cas.cz/stel/ccd700/ri280040,1
ivo://asu.cas.cz/stel/ccd700/uh250029,0
ivo://asu.cas.cz/stel/ccd700/qc270014,1
ivo://asu.cas.cz/stel/ccd700/a201403100050,2
ivo://asu.cas.cz/stel/ccd700/a201307270041,2
ivo://asu.cas.cz/stel/ccd700/re060024,0
ivo://asu.cas.cz/stel/ccd700/td260021,0
ivo://asu.cas.cz/stel/ccd700/a201508310021,1
ivo://asu.cas.cz/stel/ccd700/oh280093,1
ivo://asu.cas.cz/stel/ccd700/md190023,1
ivo://asu.cas.cz/stel/ccd700/a201504150043,0
ivo://asu.cas.cz/stel/ccd700/a201307200011,1
ivo://asu.cas.cz/stel/ccd700/ua280024,1
ivo://asu.cas.cz/stel/ccd700/qd010027,0
ivo://asu.cas.cz/stel/ccd700/a201503090022,1
ivo://asu.cas.cz/stel/ccd700/qj160057,3
ivo://asu.cas.cz/stel/ccd700/si230024,2
ivo://asu.cas.cz/stel/ccd700/ti110031,0
ivo://asu.cas.cz/stel/ccd700/tj080017,3
ivo://asu.cas.cz/stel/ccd700/a201403280053,0
ivo://asu.cas.cz/stel/ccd700/a201306140003,0
ivo://asu.cas.cz/stel/ccd700/ri280043,1
ivo://asu.cas.cz/stel/ccd700/sd040015,1
ivo://asu.cas.cz/stel/ccd700/tj120040,1
ivo://asu.cas.cz/stel/ccd700/th040004,0
ivo://asu.cas.cz/stel/ccd700/nc170034,0
ivo://asu.cas.cz/stel/ccd700/a201505100025,1
ivo://asu.cas.cz/stel/ccd700/qi300058,1
ivo://asu.cas.cz/stel/ccd700/ub230043,1
ivo://asu.cas.cz/stel/ccd700/pi120039,1
ivo://asu.cas.cz/stel/ccd700/a201506150005,0
ivo://asu.cas.cz/stel/ccd700/ua280032,1
ivo://asu.cas.cz/stel/ccd700/a201502210021,1
ivo://asu.cas.cz/stel/ccd700/td080031,1
ivo://asu.cas.cz/stel/ccd700/vh210065,0
ivo://asu.cas.cz/stel/ccd700/a201510020059,0
ivo://asu.cas.cz/stel/ccd700/ue080058,0
ivo://asu.cas.cz/stel/ccd700/qc160022,0
ivo://asu.cas.cz/stel/ccd700/vh130095,0
ivo://asu.cas.cz/stel/ccd700/sh240024,1
ivo://asu.cas.cz/stel/ccd700/vc050030,0
ivo://asu.cas.cz/stel/ccd700/a201401060016,0
ivo://asu.cas.cz/stel/ccd700/a201511020032,0
ivo://asu.cas.cz/stel/ccd700/a201403120106,0
ivo://asu.cas.cz/stel/ccd700/a201503090044,1
ivo://asu.cas.cz/stel/ccd700/uc060037,1
ivo://asu.cas.cz/stel/ccd700/a201405140056,1
ivo://asu.cas.cz/stel/ccd700/a201511030023,1
ivo://asu.cas.cz/stel/ccd700/ti110059,1
ivo://asu.cas.cz/stel/ccd700/a201503160059,0
ivo://asu.cas.cz/stel/ccd700/mh090009,1
ivo://asu.cas.cz/stel/ccd700/a201307120024,1
ivo://asu.cas.cz/stel/ccd700/ti050018,1
ivo://asu.cas.cz/stel/ccd700/ti210018,1
ivo://asu.cas.cz/stel/ccd700/ml070009,1
ivo://asu.cas.cz/stel/ccd700/uc060023,1
ivo://asu.cas.cz/stel/ccd700/qc260011,0
ivo://asu.cas.cz/stel/ccd700/sa080025,3
ivo://asu.cas.cz/stel/ccd700/vk140025,1
ivo://asu.cas.cz/stel/ccd700/a201310020044,0
ivo://asu.cas.cz/stel/ccd700/a201312150025,0
ivo://asu.cas.cz/stel/ccd700/a201508250037,1
ivo://asu.cas.cz/stel/ccd700/a201310060034,1
ivo://asu.cas.cz/stel/ccd700/a201507090041,0
ivo://asu.cas.cz/stel/ccd700/vb100046,1
ivo://asu.cas.cz/stel/ccd700/a201510110022,1
ivo://asu.cas.cz/stel/ccd700/si220007,0
ivo://asu.cas.cz/stel/ccd700/vg230057,0
ivo://asu.cas.cz/stel/ccd700/vc260015,1
ivo://asu.cas.cz/stel/ccd700/a201407180018,0
ivo://asu.cas.cz/stel/ccd700/rb260021,1
ivo://asu.cas.cz/stel/ccd700/qe170014,1
ivo://asu.cas.cz/stel/ccd700/pi170002,3
ivo://asu.cas.cz/stel/ccd700/tg020035,3
ivo://asu.cas.cz/stel/ccd700/a201508080046,0
ivo://asu.cas.cz/stel/ccd700/a201307060024,0
ivo://asu.cas.cz/stel/ccd700/td250023,1
ivo://asu.cas.cz/stel/ccd700/vi060031L,0
ivo://asu.cas.cz/stel/ccd700/rh300058,3
ivo://asu.cas.cz/stel/ccd700/tg160027,0
ivo://asu.cas.cz/stel/ccd700/qd080023,1
ivo://asu.cas.cz/stel/ccd700/a201401070012,1
ivo://asu.cas.cz/stel/ccd700/vc230017,0
ivo://asu.cas.cz/stel/ccd700/od020057,3
ivo://asu.cas.cz/stel/ccd700/a201403110074,1
ivo://asu.cas.cz/stel/ccd700/a201403090073,1
ivo://asu.cas.cz/stel/ccd700/mg250017,1
ivo://asu.cas.cz/stel/ccd700/a201510050034,0
ivo://asu.cas.cz/stel/ccd700/qc310017,0
ivo://asu.cas.cz/stel/ccd700/a201307220028,0
ivo://asu.cas.cz/stel/ccd700/a201505180023,1
ivo://asu.cas.cz/stel/ccd700/oi090034,0
ivo://asu.cas.cz/stel/ccd700/qi040023,3
ivo://asu.cas.cz/stel/ccd700/ug230043,1
ivo://asu.cas.cz/stel/ccd700/a201505150027,0
ivo://asu.cas.cz/stel/ccd700/wc210004,1
ivo://asu.cas.cz/stel/ccd700/uh080002,0
ivo://asu.cas.cz/stel/ccd700/ti060019,1
ivo://asu.cas.cz/stel/ccd700/pi140039,1
ivo://asu.cas.cz/stel/ccd700/a201410280035,2
ivo://asu.cas.cz/stel/ccd700/pg160019,3
ivo://asu.cas.cz/stel/ccd700/rd240021,3
ivo://asu.cas.cz/stel/ccd700/vi230013,1
ivo://asu.cas.cz/stel/ccd700/tg050011,2
ivo://asu.cas.cz/stel/ccd700/ti210035,1
ivo://asu.cas.cz/stel/ccd700/mj180033,0
ivo://asu.cas.cz/stel/ccd700/pj090053,3
ivo://asu.cas.cz/stel/ccd700/na050008,0
ivo://asu.cas.cz/stel/ccd700/a201310050019,0
ivo://asu.cas.cz/stel/ccd700/ub090034,0
ivo://asu.cas.cz/stel/ccd700/ub260054,1
ivo://asu.cas.cz/stel/ccd700/pi100012,0
ivo://asu.cas.cz/stel/ccd700/a201507020020,0
ivo://asu.cas.cz/stel/ccd700/sh200028,1
ivo://asu.cas.cz/stel/ccd700/a201503160038,1
ivo://asu.cas.cz/stel/ccd700/mi180054,1
ivo://asu.cas.cz/stel/ccd700/uc100010,1
ivo://asu.cas.cz/stel/ccd700/a201512030015,0
ivo://asu.cas.cz/stel/ccd700/sd130032,1
ivo://asu.cas.cz/stel/ccd700/ti120075,1
ivo://asu.cas.cz/stel/ccd700/rf220007,0
ivo://asu.cas.cz/stel/ccd700/oh280020,0
ivo://asu.cas.cz/stel/ccd700/rc310018,0
ivo://asu.cas.cz/stel/ccd700/pj090039,1
ivo://asu.cas.cz/stel/ccd700/a201508130031,0
ivo://asu.cas.cz/stel/ccd700/td250033,1
ivo://asu.cas.cz/stel/ccd700/ub070095,0
ivo://asu.cas.cz/stel/ccd700/tg020033,3
ivo://asu.cas.cz/stel/ccd700/rj080027,1
ivo://asu.cas.cz/stel/ccd700/qc150023,1
ivo://asu.cas.cz/stel/ccd700/rk230007,0
ivo://asu.cas.cz/stel/ccd700/a201502150013,0
ivo://asu.cas.cz/stel/ccd700/oc220024,0
ivo://asu.cas.cz/stel/ccd700/a201503050004,1
ivo://asu.cas.cz/stel/ccd700/vh040015,2
ivo://asu.cas.cz/stel/ccd700/ni100028,0
ivo://asu.cas.cz/stel/ccd700/oi250029,0
ivo://asu.cas.cz/stel/ccd700/mk100013,0
ivo://asu.cas.cz/stel/ccd700/a201510120018,1
ivo://asu.cas.cz/stel/ccd700/a201501130021,0
ivo://asu.cas.cz/stel/ccd700/pl150019,0
ivo://asu.cas.cz/stel/ccd700/a201403120057,3
ivo://asu.cas.cz/stel/ccd700/a201506120051,1
ivo://asu.cas.cz/stel/ccd700/vb260069,1
ivo://asu.cas.cz/stel/ccd700/mi170071,1
ivo://asu.cas.cz/stel/ccd700/pa090019,1
ivo://asu.cas.cz/stel/ccd700/uc140013,1
ivo://asu.cas.cz/stel/ccd700/nl020007,3
ivo://asu.cas.cz/stel/ccd700/a201403090046,0
ivo://asu.cas.cz/stel/ccd700/a201512030055,3
ivo://asu.cas.cz/stel/ccd700/uk130056,1
ivo://asu.cas.cz/stel/ccd700/si010042,1
ivo://asu.cas.cz/stel/ccd700/pg090012,0
ivo://asu.cas.cz/stel/ccd700/pj250019,1
ivo://asu.cas.cz/stel/ccd700/a201309040039,0
ivo://asu.cas.cz/stel/ccd700/sa250034,1
ivo://asu.cas.cz/stel/ccd700/qc140002,1
ivo://asu.cas.cz/stel/ccd700/a201308110042,0
ivo://asu.cas.cz/stel/ccd700/ok240021,3
ivo://asu.cas.cz/stel/ccd700/ub260023,1
ivo://asu.cas.cz/stel/ccd700/a201407270019,2
ivo://asu.cas.cz/stel/ccd700/qi230022,1
ivo://asu.cas.cz/stel/ccd700/vb260015,0
ivo://asu.cas.cz/stel/ccd700/sd100034,1
ivo://asu.cas.cz/stel/ccd700/md140046,3
ivo://asu.cas.cz/stel/ccd700/uh230036,0
ivo://asu.cas.cz/stel/ccd700/a201307190017,0
ivo://asu.cas.cz/stel/ccd700/a201403110034,2
ivo://asu.cas.cz/stel/ccd700/rj230024,0
ivo://asu.cas.cz/stel/ccd700/tg080013,1
ivo://asu.cas.cz/stel/ccd700/vh210051,0
ivo://asu.cas.cz/stel/ccd700/uj160036,1
ivo://asu.cas.cz/stel/ccd700/a201503170036,1
ivo://asu.cas.cz/stel/ccd700/vg110014,0
ivo://asu.cas.cz/stel/ccd700/oi090033,0
ivo://asu.cas.cz/stel/ccd700/nd280022,1
ivo://asu.cas.cz/stel/ccd700/a201404070040,1
ivo://asu.cas.cz/stel/ccd700/mi260002,0
ivo://asu.cas.cz/stel/ccd700/pd060010,1
ivo://asu.cas.cz/stel/ccd700/a201510030038,0
ivo://asu.cas.cz/stel/ccd700/vi150015,0
ivo://asu.cas.cz/stel/ccd700/ti060079,0
ivo://asu.cas.cz/stel/ccd700/ub260058,1
ivo://asu.cas.cz/stel/ccd700/a201506250023,0
ivo://asu.cas.cz/stel/ccd700/tg190029,1
ivo://asu.cas.cz/stel/ccd700/va300057,0
ivo://asu.cas.cz/stel/ccd700/of120017,3
ivo://asu.cas.cz/stel/ccd700/td060042,1
ivo://asu.cas.cz/stel/ccd700/od020047,3
ivo://asu.cas.cz/stel/ccd700/a201507030021,0
ivo://asu.cas.cz/stel/ccd700/a201510270024,1
ivo://asu.cas.cz/stel/ccd700/rj230038,0
ivo://asu.cas.cz/stel/ccd700/a201308110034,0
ivo://asu.cas.cz/stel/ccd700/oi250021,0
ivo://asu.cas.cz/stel/ccd700/a201503280012,0
ivo://asu.cas.cz/stel/ccd700/ui020023,1
ivo://asu.cas.cz/stel/ccd700/qc040015,1
ivo://asu.cas.cz/stel/ccd700/vc230011,0
ivo://asu.cas.cz/stel/ccd700/lb020041,1
ivo://asu.cas.cz/stel/ccd700/vi200025,0
ivo://asu.cas.cz/stel/ccd700/rg270040,1
ivo://asu.cas.cz/stel/ccd700/ni170017,0
ivo://asu.cas.cz/stel/ccd700/a201503170034,1
ivo://asu.cas.cz/stel/ccd700/vk140013,1
ivo://asu.cas.cz/stel/ccd700/a201507100007,0
ivo://asu.cas.cz/stel/ccd700/vb020032,1
ivo://asu.cas.cz/stel/ccd700/si090048,1
ivo://asu.cas.cz/stel/ccd700/qa210005,1
ivo://asu.cas.cz/stel/ccd700/a201409270010,0
ivo://asu.cas.cz/stel/ccd700/td220018,1
ivo://asu.cas.cz/stel/ccd700/ng210007,1
ivo://asu.cas.cz/stel/ccd700/a201403110066,2
ivo://asu.cas.cz/stel/ccd700/pg260030,3
ivo://asu.cas.cz/stel/ccd700/a201306120030,3
ivo://asu.cas.cz/stel/ccd700/pa280043,1
ivo://asu.cas.cz/stel/ccd700/a201402060049,1
ivo://asu.cas.cz/stel/ccd700/oe190010,1
ivo://asu.cas.cz/stel/ccd700/a201406150016,1
ivo://asu.cas.cz/stel/ccd700/a201403130051,0
ivo://asu.cas.cz/stel/ccd700/la280087,1
ivo://asu.cas.cz/stel/ccd700/a201401080022,1
ivo://asu.cas.cz/stel/ccd700/sh180030,0
ivo://asu.cas.cz/stel/ccd700/tc310010,0
ivo://asu.cas.cz/stel/ccd700/rj180017,0
ivo://asu.cas.cz/stel/ccd700/a201407060067,1
ivo://asu.cas.cz/stel/ccd700/a201403110015,2
ivo://asu.cas.cz/stel/ccd700/rd120018,3
ivo://asu.cas.cz/stel/ccd700/vi090031,1
ivo://asu.cas.cz/stel/ccd700/a201403270032,0
ivo://asu.cas.cz/stel/ccd700/a201504240022,0
ivo://asu.cas.cz/stel/ccd700/rj080022,1
ivo://asu.cas.cz/stel/ccd700/a201510010021,0
ivo://asu.cas.cz/stel/ccd700/rk030033,1
ivo://asu.cas.cz/stel/ccd700/uc210017,1
ivo://asu.cas.cz/stel/ccd700/uk120043,1
ivo://asu.cas.cz/stel/ccd700/a201404160040,1
ivo://asu.cas.cz/stel/ccd700/mg180045,0
ivo://asu.cas.cz/stel/ccd700/a201402140019,1
ivo://asu.cas.cz/stel/ccd700/sd130011,1
ivo://asu.cas.cz/stel/ccd700/sh240028,1
ivo://asu.cas.cz/stel/ccd700/la050056,1
ivo://asu.cas.cz/stel/ccd700/uh290009,0
ivo://asu.cas.cz/stel/ccd700/ub080081,2
ivo://asu.cas.cz/stel/ccd700/qh060028,3
ivo://asu.cas.cz/stel/ccd700/wc140018,1
ivo://asu.cas.cz/stel/ccd700/rh130012,0
ivo://asu.cas.cz/stel/ccd700/a201307180026,3
ivo://asu.cas.cz/stel/ccd700/uk120041,1
ivo://asu.cas.cz/stel/ccd700/pe040025,0
ivo://asu.cas.cz/stel/ccd700/tg210035,1
ivo://asu.cas.cz/stel/ccd700/oj080073,1
ivo://asu.cas.cz/stel/ccd700/a201407030039,1
ivo://asu.cas.cz/stel/ccd700/mg250015,0
ivo://asu.cas.cz/stel/ccd700/qd120036,1
ivo://asu.cas.cz/stel/ccd700/oj090013,1
ivo://asu.cas.cz/stel/ccd700/a201503240038,3
ivo://asu.cas.cz/stel/ccd700/la280088,1
ivo://asu.cas.cz/stel/ccd700/a201402200082,1
ivo://asu.cas.cz/stel/ccd700/qd150013,0
ivo://asu.cas.cz/stel/ccd700/a201503170051,1
ivo://asu.cas.cz/stel/ccd700/a201406010013,0
ivo://asu.cas.cz/stel/ccd700/wb060048,1
ivo://asu.cas.cz/stel/ccd700/mi170026,1
ivo://asu.cas.cz/stel/ccd700/qe240023,1
ivo://asu.cas.cz/stel/ccd700/tj090019,1
ivo://asu.cas.cz/stel/ccd700/a201404070025,1
ivo://asu.cas.cz/stel/ccd700/pi100009,1
ivo://asu.cas.cz/stel/ccd700/mg250019,3
ivo://asu.cas.cz/stel/ccd700/vi060025,0
ivo://asu.cas.cz/stel/ccd700/vi230025,1
ivo://asu.cas.cz/stel/ccd700/rj310004,1
ivo://asu.cas.cz/stel/ccd700/ue080042,0
ivo://asu.cas.cz/stel/ccd700/oc310020,1
ivo://asu.cas.cz/stel/ccd700/oe110021,0
ivo://asu.cas.cz/stel/ccd700/a201310040049,1
ivo://asu.cas.cz/stel/ccd700/a201504210060,0
ivo://asu.cas.cz/stel/ccd700/tg070012,1
ivo://asu.cas.cz/stel/ccd700/ub230037,0
ivo://asu.cas.cz/stel/ccd700/a201308080023,0
ivo://asu.cas.cz/stel/ccd700/re070011,0
ivo://asu.cas.cz/stel/ccd700/ri110030,3
ivo://asu.cas.cz/stel/ccd700/si080080,1
ivo://asu.cas.cz/stel/ccd700/pa110047,0
ivo://asu.cas.cz/stel/ccd700/vg110012,0
ivo://asu.cas.cz/stel/ccd700/a201403090086,1
ivo://asu.cas.cz/stel/ccd700/si270040,1
ivo://asu.cas.cz/stel/ccd700/oc210029,1
ivo://asu.cas.cz/stel/ccd700/a201312160017,1
ivo://asu.cas.cz/stel/ccd700/rg020014,0
ivo://asu.cas.cz/stel/ccd700/rh230066,0
ivo://asu.cas.cz/stel/ccd700/a201512050015,0
ivo://asu.cas.cz/stel/ccd700/a201503080043,1
ivo://asu.cas.cz/stel/ccd700/rg310024,1
ivo://asu.cas.cz/stel/ccd700/la050028,0
ivo://asu.cas.cz/stel/ccd700/a201509280034,1
ivo://asu.cas.cz/stel/ccd700/oj060049,0
ivo://asu.cas.cz/stel/ccd700/pj090012,1
ivo://asu.cas.cz/stel/ccd700/vi170041,0
ivo://asu.cas.cz/stel/ccd700/mh270044,0
ivo://asu.cas.cz/stel/ccd700/ti060067,1
ivo://asu.cas.cz/stel/ccd700/a201403100083,1
ivo://asu.cas.cz/stel/ccd700/qe210023,1
ivo://asu.cas.cz/stel/ccd700/ub230047,1
ivo://asu.cas.cz/stel/ccd700/a201311070003,0
ivo://asu.cas.cz/stel/ccd700/qc260030,1
ivo://asu.cas.cz/stel/ccd700/vb260041,1
ivo://asu.cas.cz/stel/ccd700/a201405050013,1
ivo://asu.cas.cz/stel/ccd700/pl150035,1
ivo://asu.cas.cz/stel/ccd700/rg310022,1
ivo://asu.cas.cz/stel/ccd700/uj060005,0
ivo://asu.cas.cz/stel/ccd700/oi210007,1
ivo://asu.cas.cz/stel/ccd700/pi140033,0
ivo://asu.cas.cz/stel/ccd700/uc040044,1
ivo://asu.cas.cz/stel/ccd700/vc270029,1
ivo://asu.cas.cz/stel/ccd700/va300019,0
ivo://asu.cas.cz/stel/ccd700/pf100028,3
ivo://asu.cas.cz/stel/ccd700/tf160029,1
ivo://asu.cas.cz/stel/ccd700/tg060023,0
ivo://asu.cas.cz/stel/ccd700/a201507250018,1
ivo://asu.cas.cz/stel/ccd700/qd190045,1
ivo://asu.cas.cz/stel/ccd700/pg110037,0
ivo://asu.cas.cz/stel/ccd700/tf060019,1
ivo://asu.cas.cz/stel/ccd700/a201311030008,0
ivo://asu.cas.cz/stel/ccd700/a201306270013,1
ivo://asu.cas.cz/stel/ccd700/pj180029,1
ivo://asu.cas.cz/stel/ccd700/lb140096,3
ivo://asu.cas.cz/stel/ccd700/tb010034,1
ivo://asu.cas.cz/stel/ccd700/a201403110049,2
ivo://asu.cas.cz/stel/ccd700/vd040023,1
ivo://asu.cas.cz/stel/ccd700/a201403100085,1
ivo://asu.cas.cz/stel/ccd700/pa240003,3
ivo://asu.cas.cz/stel/ccd700/ph180016,3
ivo://asu.cas.cz/stel/ccd700/va260050,1
ivo://asu.cas.cz/stel/ccd700/kl200024,1
ivo://asu.cas.cz/stel/ccd700/a201402200050,1
ivo://asu.cas.cz/stel/ccd700/oj060050,0
ivo://asu.cas.cz/stel/ccd700/uh230024,1
ivo://asu.cas.cz/stel/ccd700/oh110010,0
ivo://asu.cas.cz/stel/ccd700/la260012,1
ivo://asu.cas.cz/stel/ccd700/re070029,0
ivo://asu.cas.cz/stel/ccd700/sh150023,0
ivo://asu.cas.cz/stel/ccd700/a201312150039,1
ivo://asu.cas.cz/stel/ccd700/oa060018,0
ivo://asu.cas.cz/stel/ccd700/wd170011,1
ivo://asu.cas.cz/stel/ccd700/vi080044,1
ivo://asu.cas.cz/stel/ccd700/pg020040,0
ivo://asu.cas.cz/stel/ccd700/a201307280037,2
ivo://asu.cas.cz/stel/ccd700/pi110012,0
ivo://asu.cas.cz/stel/ccd700/a201511010031,0
ivo://asu.cas.cz/stel/ccd700/sh200045,0
ivo://asu.cas.cz/stel/ccd700/qj130040,1
ivo://asu.cas.cz/stel/ccd700/sg310024,1
ivo://asu.cas.cz/stel/ccd700/sd020017,1
ivo://asu.cas.cz/stel/ccd700/a201403140092,1
ivo://asu.cas.cz/stel/ccd700/ti210020,1
ivo://asu.cas.cz/stel/ccd700/a201507100013,1
ivo://asu.cas.cz/stel/ccd700/a201509040039,0
ivo://asu.cas.cz/stel/ccd700/a201402200030,0
ivo://asu.cas.cz/stel/ccd700/mi210044,0
ivo://asu.cas.cz/stel/ccd700/ui290015,1
ivo://asu.cas.cz/stel/ccd700/rf050010,3
ivo://asu.cas.cz/stel/ccd700/a201402030037,1
ivo://asu.cas.cz/stel/ccd700/vb260045,1
ivo://asu.cas.cz/stel/ccd700/vi080043,1
ivo://asu.cas.cz/stel/ccd700/vh260024,0
ivo://asu.cas.cz/stel/ccd700/sb080052,2
ivo://asu.cas.cz/stel/ccd700/sh310036,1
ivo://asu.cas.cz/stel/ccd700/vb260075,1
ivo://asu.cas.cz/stel/ccd700/a201407160032,0
ivo://asu.cas.cz/stel/ccd700/ti300043,0
ivo://asu.cas.cz/stel/ccd700/we180015,1
ivo://asu.cas.cz/stel/ccd700/a201504060033,1
ivo://asu.cas.cz/stel/ccd700/mi180085,0
ivo://asu.cas.cz/stel/ccd700/a201402230055,3
ivo://asu.cas.cz/stel/ccd700/vi080026,1
ivo://asu.cas.cz/stel/ccd700/td230037,1
ivo://asu.cas.cz/stel/ccd700/sb090019,0
ivo://asu.cas.cz/stel/ccd700/a201307230059,1
ivo://asu.cas.cz/stel/ccd700/mi150054,0
